epoch,reconstruction_loss,reconstruction_mae,discriminator_loss,generator_loss,discriminator_accuracy,learning_rate_embedder,learning_rate_generator,learning_rate_discriminator,patience_counter
20,0.04358614655211568,0.1435120888054371,0.3160816580057144,3.6729813516139984,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
21,0.03819794813171029,0.13150768913328648,0.2809029072523117,3.9129996597766876,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
22,0.03479056991636753,0.12264838349074125,0.27440618723630905,4.151847958564758,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
23,0.030737662687897682,0.11513296235352755,0.24556676670908928,3.9629785120487213,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
24,0.02860350487753749,0.10759339574724436,0.2555381543934345,3.888756215572357,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
25,0.02633881219662726,0.10140262357890606,0.2289763204753399,4.090437591075897,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
26,0.024420730769634247,0.09551287535578012,0.22577158361673355,3.9507637917995453,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
27,0.023234789725393057,0.09034410677850246,0.24290326237678528,3.9355271756649017,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
28,0.01971251401118934,0.08084463141858578,0.2118583433330059,3.9228321313858032,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
29,0.019826607778668404,0.07988439034670591,0.22129803523421288,3.7120558321475983,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
30,0.016915655694901943,0.07299207895994186,0.23899877443909645,3.712438315153122,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
31,0.016037874040193856,0.07148378249257803,0.20948531106114388,3.630898356437683,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
32,0.015700535266660154,0.06803682493045926,0.22187702730298042,3.613608032464981,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
33,0.013501583016477525,0.06476550409570336,0.22216695547103882,3.52315491437912,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
34,0.013421638985164464,0.06090262532234192,0.23141923546791077,3.4714368879795074,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
35,0.01299987465608865,0.05966487806290388,0.21369261667132378,3.4384360909461975,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
36,0.012663929723203182,0.058377547189593315,0.2099730707705021,3.570788234472275,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
37,0.011371479602530599,0.05678928503766656,0.2094583809375763,3.5152576863765717,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
38,0.012243032571859658,0.056598126888275146,0.21767650172114372,3.3169872164726257,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
39,0.010011993115767837,0.052884078584611416,0.20445266366004944,3.1395429968833923,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
40,0.009813205630052835,0.049046235624700785,0.2222418412566185,3.1971426606178284,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
41,0.010026872740127146,0.0493797343224287,0.21379442140460014,3.240760952234268,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
42,0.009228085866197944,0.049902066588401794,0.21795345470309258,3.06985279917717,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
43,0.008559550216887146,0.046638219617307186,0.20626996457576752,3.440903961658478,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
44,0.009384790144395083,0.048712280578911304,0.22134074941277504,3.0329306721687317,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
45,0.009161198744550347,0.04637549351900816,0.22284571081399918,3.3197946548461914,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
46,0.009479733416810632,0.04649697616696358,0.22014501690864563,3.168023556470871,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
47,0.009460565692279488,0.04562891460955143,0.20461691170930862,2.94617161154747,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,4
48,0.008236460736952722,0.0429096226580441,0.21130133047699928,2.9072258472442627,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
49,0.00912656169384718,0.04422412859275937,0.22638878598809242,3.035702168941498,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
50,0.006870139099191874,0.03972292924299836,0.22022860124707222,3.1707316040992737,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
51,0.006757259892765433,0.03953120578080416,0.21835732087492943,3.080613225698471,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
52,0.007403972267638892,0.041346716694533825,0.24256088212132454,2.9916671216487885,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
53,0.0071256813243962824,0.04008677275851369,0.23236680775880814,3.0160838961601257,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
54,0.007170536380726844,0.040424671955406666,0.2413095086812973,2.956928312778473,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
55,0.006018667947500944,0.03678055154159665,0.2619539685547352,3.2721098363399506,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
56,0.006179584248457104,0.03820553049445152,0.2355767972767353,2.6587525606155396,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
57,0.0069041207316331565,0.038937142584472895,0.22920579463243484,2.630404442548752,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
58,0.0059311090153642,0.03486146288923919,0.25162258744239807,2.5810815691947937,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
59,0.0054738984908908606,0.035005028592422605,0.20203204452991486,2.4976855516433716,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
60,0.006089511793106794,0.036130474880337715,0.20522521436214447,2.2932919561862946,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
61,0.005961668968666345,0.036102627869695425,0.2596297562122345,2.053413689136505,0.96875,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
62,0.005663175601512194,0.0347338761202991,0.2597436383366585,1.955126702785492,0.96875,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
63,0.005421611247584224,0.03355815960094333,0.2911013402044773,1.9056861251592636,0.96875,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
64,0.0055222021182999015,0.03468674561008811,0.25550225004553795,1.5272072926163673,0.96875,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
65,0.006470335938502103,0.03358931583352387,0.21821147203445435,0.7435805127024651,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
66,0.006336682941764593,0.034344402607530355,0.2033820040524006,0.5446428209543228,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
67,0.005233781994320452,0.03355727554298937,0.22573375329375267,0.17335602454841137,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
68,0.00532733992440626,0.0329526923596859,0.22008639201521873,0.10948857013136148,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
69,0.005684369709342718,0.03165167779661715,0.24683235213160515,0.08592943381518126,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
70,0.004615522891981527,0.030232593649998307,0.24306849390268326,0.04466668888926506,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
71,0.005852767615579069,0.030607848428189754,0.2147681973874569,0.05590569181367755,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
72,0.004814106214325875,0.030484514543786645,0.21141468733549118,0.04958197567611933,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
73,0.004746461578179151,0.030034706462174654,0.23502344638109207,0.043813337571918964,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
74,0.005223318003118038,0.03057604399509728,0.2314884215593338,0.04060187330469489,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,4
75,0.004556301544653252,0.02981282235123217,0.24323393031954765,0.03872176352888346,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
76,0.006108942558057606,0.03161720302887261,0.22635281831026077,0.0472600064240396,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
77,0.006168093619635329,0.0294520640745759,0.23441801220178604,0.051112588960677385,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
78,0.005465057853143662,0.030918772565200925,0.2852931506931782,0.2660605739802122,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
79,0.0045383508841041476,0.02886054664850235,0.2735598087310791,0.1174370227381587,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
80,0.004163900041021407,0.028010080568492413,0.30815090984106064,0.26822650618851185,0.953125,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
81,0.004474285233300179,0.028774996986612678,0.5170009285211563,0.337307246401906,0.75,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
82,0.005565201077843085,0.028434651903808117,0.2929393947124481,0.46862420067191124,0.953125,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
83,0.0042596698040142655,0.027436887146905065,0.2514777220785618,0.3106530234217644,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
84,0.004719197459053248,0.027631294913589954,0.21607812121510506,0.2270165029913187,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,4
85,0.0041213431977666914,0.02659869217313826,0.23711489886045456,0.1096539031714201,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
86,0.004880578781012446,0.02834874694235623,0.22262944653630257,0.10261886287480593,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
87,0.004118513781577349,0.02720536687411368,0.21041296049952507,0.07471241196617484,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
88,0.004510865546762943,0.02627656701952219,0.20489313453435898,0.05597358336672187,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,3
89,0.004088351619429886,0.026622027391567826,0.2178269326686859,0.08759994246065617,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
90,0.005990967474645004,0.029059474589303136,0.23163170740008354,0.05474477261304855,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
91,0.005012173089198768,0.027377048274502158,0.2396245039999485,0.07131353719159961,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
92,0.003912869287887588,0.025276614353060722,0.2698420435190201,0.07446719892323017,0.9375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
93,0.0037023711774963886,0.02524670399725437,0.31444401666522026,0.09296129178255796,0.953125,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
94,0.004712832596851513,0.026727328076958656,0.3513600751757622,0.37495373748242855,0.90625,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
95,0.0037002428143750876,0.024978877743706107,0.2503359615802765,0.30780438892543316,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
96,0.0036573176039382815,0.024566551204770803,0.22417212650179863,0.26525234803557396,0.984375,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
97,0.004235676373355091,0.026013487251475453,0.27491114661097527,0.3346437104046345,0.96875,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,1
98,0.0050285079050809145,0.025128974812105298,0.2541576772928238,0.2859749626368284,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,2
99,0.0036279299238231033,0.024695978732779622,0.25452427193522453,0.46710627898573875,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
100,0.003599063551519066,0.02390564838424325,0.26314063370227814,0.6169661097228527,1.0,0.0010000000474974513,0.0007999999797903001,0.0007999999797903001,0
